20.0,10.04646
120.0,9.98589
220.0,10.26515
320.0,10.656
420.0,11.15743
520.0,11.76197
620.0,12.31729
720.0,12.93089
820.0,13.54139
920.0,14.13718
1020.0,14.71066
1120.0,15.25786
1220.0,15.77554
1320.0,16.26496
1420.0,16.72481
1520.0,17.15604
1620.0,17.56124
1720.0,17.94089
1820.0,18.29889
1920.0,18.63468
2020.0,18.95202
2120.0,19.25034
2220.0,19.53257
2320.0,19.79822
2420.0,20.05652
2520.0,20.28146
2620.0,20.50912
2720.0,20.72521
2820.0,20.93188
2920.0,21.12866
3020.0,21.31589
3120.0,21.49503
3220.0,21.66685
3320.0,21.8314
3420.0,21.98979
3520.0,22.14063
3620.0,22.28716
3720.0,22.42785
3820.0,22.56307
3920.0,22.69363
4020.0,22.81931
4120.0,22.94126
4220.0,23.05889
4320.0,23.17243
4420.0,23.28288
4520.0,23.38924
4620.0,23.49195
4720.0,23.59293
4820.0,23.6901
4920.0,23.78453
5020.0,23.87641
5120.0,23.96556
5220.0,24.05195
5320.0,24.13648
5420.0,24.21796
5520.0,24.29782
5620.0,24.37638
5720.0,24.45194
5820.0,24.52537
5920.0,24.59794
6020.0,24.66878
6120.0,24.7371
6220.0,24.80471
6320.0,24.8708
6420.0,24.93522
6520.0,24.99779
6620.0,25.05977
6720.0,25.12059
6820.0,25.17997
6920.0,25.2383
7020.0,25.29488
7120.0,25.35053
7220.0,25.40536
7320.0,25.45905
7420.0,25.51156
7520.0,25.56335
7620.0,25.61436
7720.0,25.66387
7820.0,25.71333
7920.0,25.76148
8020.0,25.80886
8120.0,25.85503
8220.0,25.9011
8320.0,25.94648
8420.0,25.99077
8520.0,26.03387
8620.0,26.07669
8720.0,26.11919
8820.0,26.16008
8920.0,26.20073
9020.0,26.2409
9120.0,26.28035
9220.0,26.31965
9320.0,26.35787
9420.0,26.39505
9520.0,26.43172
9620.0,26.4688
9720.0,26.50504
9820.0,26.54044
9920.0,26.57528
10020.0,26.61003
10120.0,26.64385
10220.0,26.67782
10320.0,26.71106
10420.0,26.74377
10520.0,26.77645
10620.0,26.80872
10720.0,26.83975
10820.0,26.87106
10920.0,26.90179
11020.0,26.93244
11120.0,26.96286
11220.0,26.99259
11320.0,27.02181
11420.0,27.0507
11520.0,27.07957
11620.0,27.10784
11720.0,27.13619
11820.0,27.16362
11920.0,27.19094
12020.0,27.21809
12120.0,27.24493
12220.0,27.27124
12320.0,27.29744
12420.0,27.32345
12520.0,27.34888
12620.0,27.37422
12720.0,27.39896
12820.0,27.42355
12920.0,27.44747
13020.0,27.47174
13120.0,27.49605
13220.0,27.51992
13320.0,27.54295
13420.0,27.56621
13520.0,27.58903
13620.0,27.61242
13720.0,27.63505
13820.0,27.65706
13920.0,27.67875
14020.0,27.70127
14120.0,27.72316
14220.0,27.74485
14320.0,27.76616
14420.0,27.78733
14520.0,27.8087
14620.0,27.8297
14720.0,27.85029
14820.0,27.87077
14920.0,27.89118
15020.0,27.91126
15120.0,27.93117
15220.0,27.95049
15320.0,27.97038
15420.0,27.98969
15520.0,28.00888
15620.0,28.02775
15720.0,28.04663
15820.0,28.06539
15920.0,28.08377
16020.0,28.10183
16120.0,28.11976
16220.0,28.13785
16320.0,28.1557
16420.0,28.17357
16520.0,28.19063
16620.0,28.20814
16720.0,28.22529
16820.0,28.24233
16920.0,28.25967
17020.0,28.27672
17120.0,28.2933
17220.0,28.31052
17320.0,28.32667
17420.0,28.34321
17520.0,28.35938
17620.0,28.37566
17720.0,28.39162
17820.0,28.40771
17920.0,28.42331
18020.0,28.43907
18120.0,28.45464
18220.0,28.46993
18320.0,28.48565
18420.0,28.50092
18520.0,28.51632
18620.0,28.53175
18720.0,28.5466
18820.0,28.56167
18920.0,28.57653
19020.0,28.59127
19120.0,28.6058
19220.0,28.62
19320.0,28.6346
19420.0,28.64894
19520.0,28.66294
19620.0,28.6767
19720.0,28.69085
19820.0,28.70488
19920.0,28.71843
20000.0,28.72952
